dam_nm,obsrvt_nm,obsr_de,rain_qy,prvyy_rain_qy,thsyy_acml_rain_qy,prvyy_acml_rain_qy,oy_avg_acml_rain_qy
합천조정지,합천군(남정교),20241005,0,0,1167,1674,1023.7
경인아라뱃길,인천시(귤현보),20241005,0,0,1011,1127,1008.4
지자체(군포),대야도서관(군포),20241017,0,0,0,0,29.3
평화의댐,화천군(평화의댐),20241004,0,3,1154,1222,1209.1
지자체(부산),녹산12(부산),20241014,24,0,660,1409,985.9
괴산,내속리(전),20241003,0,0,27,1839,1107.5
화천,수입천(전),20241003,0,0,4,1177,980.7
춘천,지내천(전),20241003,0,0,8,1183,880
팔당,목동교(전),20241003,0,0,16,1331,970.5
군위,군위군(양지리),20241003,8,0,962,1185,890.1
임하,청송군(월전리),20241003,3,0,883,1267,886
보현산,영천시(보현산댐),20241003,7,0,975,1249,921.4
감포,경주시(감포댐),20241003,22.5,0,961.5,1112,1037.2
대곡,울산시(천전리),20241003,14,0,1033,1513,1182.8
섬진강,순창군(시산리),20241003,10,0,1175,1927,1305.1
합천,거창군(지산교),20241002,0,0,1051,1468,1083.4
담양홍수조절지,담양군(담양홍수조절지),20241017,0,0,1319,2207,1345.7
화순홍수조절지,화순군(화순홍수조절지),20241017,0,0,1564,1613,1266.8
지자체(단양),영춘(단양),20241005,0,0,0,1390,598.5
달방,동해시(달방댐),20241017,0,0,1255,1120,1114.6
시화조력,안산시(시화조력),20241004,0,0,739.5,978.5,1024.3
광동,태백시(상사미동),20241004,0,0,1325,1194,1096.8
영천,포항시(지동리),20241004,0,0,1123,1365,1006.8
합천조정지,합천군(남정교),20241004,0,0,1167,1674,1020.8
화순홍수조절지,화순군(화순홍수조절지),20241004,0,0,1526,1610,1231.5
안동,봉화군(고선리),20241003,1,0,1156,1748,1075.9
군남,연천군(횡산리),20241003,0,0,1624,1503,1199.2
합천,거창군(지산교),20241003,4,1,1055,1469,1084.9
대청,무주군(증산리),20241003,4,0,1206,1665,1062.9
남강,산청군(하정리),20241003,5,1,1322,1719,1413
대암,울산시(대암댐),20241003,14,1,1112,1642,3099.2
사연,울산시(천전리),20241003,14,0,1033,1513,1178.4
기상청,펌프장,20241003,0,0,706,1213,870.1
감포,경주시(감포댐),20241002,0,0,939,1112,1034.7
지자체(의왕),부곡동(의왕),20241014,0,0,0,92,127
지자체(용인),기흥구청(용인),20241014,0,0.5,228,47,1986.1
지자체(홍천),모곡4(홍천),20241017,0,0,121,0,86.5
밀양,양산시(선리),20241005,0,0,1222,1795,1413.1
도암,송천1교(전),20241004,0,0,3,981,904.1
보령,보령시(도화담리),20241006,0,0,1396,2109,1305.3
횡성,횡성군(춘당리),20241006,0,0,1350,1399,1284.4
도암,송천1교(전),20241017,0,0,3,986,929.9
지자체(의왕),부곡동(의왕),20241017,0,0,0,92,127
지자체(수원),경기도청(수원),20241017,0,0,153.5,30,369
충주,제천시(물태리),20241005,0,1,1272,1405,1038.4
보현산,영천시(보현산댐),20241005,0,0,975,1249,930.6
안동,봉화군(갈산리),20241005,0,0,937,1594,967.1
대청,옥천군(산계리),20241005,0,0,1190,1384,998.8
홍수통제소,영주시(성내리),20241005,0,0,1106,1852,1057.6
밀양,양산시(선리),20241014,16,3,1242,1798,1443.1
청평,청평댐(FTP),20241003,0,0,1262.5,1397.5,1988.8
용담,진안군(주양리),20241003,9,0,1562,1906,1341.1
안계,경주시(안계댐),20241006,1,0,869.5,947,844.9
감포,경주시(감포댐),20241006,2,0,964,1112,1071
팔당,목동교(전),20241026,0,6,16,1355,1001.1
의암,의암댐(FTP),20241026,0,15.5,1225,1147.5,1422.7
청평,청평댐(FTP),20241005,0,0,1262.5,1403.5,1991.2
기상청,진동,20241005,0,0,825.5,198,866.8
지자체(울산),언양읍(울산),20241005,0,0,1102,690,1182.9
팔당,목동교(전),20241005,0,0,16,1336,979.8
화천,수입천(전),20241005,0,0,4,1179,993.2
성덕,청송군(무계리),20241005,0,0,1173,1630,1198.2
남강,함양군(운곡리),20241005,0,0,1359,1864,1384.8
김천부항,김천시(김천부항댐),20241005,0,0,1065,1629,1083
임하,청송군(상의리),20241005,0,0,897,1336,921.4
보령,보령시(보령댐),20241005,0,0,1230,1804,967.6
선암,울산시(선암댐),20241005,0,0,1292,1352,1158.4
소양강,인제군(남전리),20241005,0,0,972,1075,1014.9
지자체(홍천),모곡4(홍천),20241005,0,0,121,0,83.5
화순홍수조절지,화순군(화순홍수조절지),20241005,0,0,1526,1610,1242.8
지자체(부산),대저(부산),20241005,0,0,0,0,0
군위,군위군(군위댐),20241004,0,0,917,1120,885.1
대곡,울산시(구미리),20241004,0,0,1064,1454,1178.8
주암(조),순천시(죽학리),20241004,0,0,1731,2090,1500.8
춘천,춘천댐(FTP),20241014,0,1,1336,1256.5,1342.9
지자체(울산),서생면(울산),20241003,80,0,1499,687,1188.4
주암(본),보성군(보성강댐),20241006,3.5,0,1841,2159,1454.6
무주양수,무주양수,20241014,5.5,0.5,885,1385.5,1258.9
감포,경주시(감포댐),20241017,0,0,1033,1124,1103
군남,연천군(군남댐),20241026,0,11,1446,1406,1241.6
밀양,밀양시(밀양댐),20241026,0,0,1272,1667,1246.7
사연,울산시(천전리),20241026,0,0,1156,1519,1245.3
주암(조),순천시(주암조절지댐),20241026,0,0,2111,2241,1514.2
평림,장성군(평림댐),20241026,0,0,1326,1945,1306.1
무주양수,무주양수,20241004,0,2,874.5,1385,1240.6
담양홍수조절지,담양군(담양홍수조절지),20241004,0,0,1276,2207,1313.6
감포,경주시(감포댐),20241004,0.5,0,962,1112,1039.1
군남,연천군(횡산리),20241004,0,6,1624,1509,1205.3
대청,금산군(마전리),20241014,8,0,1312,1641,1132.2
횡성,횡성군(춘당리),20241014,0,0,1350,1406,1293.8
지자체(단양),사평(단양),20241003,0,0,0,1369,621.3
보령,부여군(삼산리),20241002,0,0,1559,2196,1375.7
합천조정지,합천군(남정교),20241002,0,0,1166,1673,1019.2
구천,거제시(구천댐),20241002,0,0,1839,2363,2447.7
군남,연천군(군남댐),20241002,0,0,1386.5,1361.5,1189
김천부항,김천시(파천리),20241002,0,0,1201,1625,1090.8
대곡,울산시(천전리),20241002,0,0,1019,1513,1181.4
대암,울산시(대암댐),20241002,0,0,1098,1641,3098.2
대곡,울산시(구미리),20241006,2,0,1066,1454,1199
팔당,경안교(전),20241006,0,0,13,1175,981.2
청평,홍천강(성포교_전),20241006,0,0,4,1053,938.5
무주양수,무주양수,20241006,1,0,875.5,1385,1242.9
보령,부여군(삼산리),20241026,0,0,1645,2232,1429.9
보현산,영천시(굼이교),20241026,0,0,1076,1343,946
성덕,청송군(갈천리),20241026,0,0,1148,1426,1072.8
섬진강,임실군(용암리),20241026,1,0,1231,1765,1170.1
안계,경주시(안계댐),20241017,0,0,895,947.5,860.1
화천,지촌천(전),20241026,0,4,10,1155,985.6
괴산,내속리(전),20241005,0,0,27,1839,1115.4
무주양수,무주양수,20241005,0,0,874.5,1385,1241.5
합천,거창군(지산교),20241004,1,0,1056,1469,1085.7
광동,삼척시(광동댐),20241003,8,0,1159,1006,1143.7
횡성,횡성군(횡성댐),20241003,2,0,1480,1259,1266.1
수어,광양시(어치리),20241003,7,0,2264,2383,1829.4
합천,거창군(지산교),20241026,0,0,1139,1473,1117.3
평화의댐,화천군(풍산리),20241026,0,6.6,1172.6,1049.8,1258.6
남강,산청군(향양리),20241026,0,0,1267,1561,1187.9
주암(본),화순군(맹리),20241026,0,0,1558,1994,1374.8
소양강,춘천시(추곡초교),20241026,0,6,1263,1236,1200.1
경인아라뱃길,김포시(아라김포터미널),20241026,0,0,971,1254,1150.4
화순홍수조절지,화순군(화순홍수조절지),20241026,0,0,1664,1620,1284.5
달방,동해시(달방댐),20241004,0,0,1238,1108,1080.2
보현산,영천시(보현산댐),20241004,0,0,975,1249,923.1
횡성,횡성군(횡성댐),20241004,0,4,1480,1263,1268.8
수어,광양시(수어댐),20241004,1,0,2016,2219,1433.4
김천부항,김천시(김천부항댐),20241004,1,0,1065,1629,1070.7
사연,울산시(구미리),20241004,0,0,1064,1454,1178.7
평림,장성군(수산리),20241004,0,3,1222,1961,1238.9
경인아라뱃길,김포시(아라김포터미널),20241014,0,3.5,899,1246,1132.4
화순홍수조절지,화순군(화순홍수조절지),20241014,26,0,1564,1613,1261.5
한탄강,철원군(서면초교),20241003,0,0,1401,1147,1289.6
평림,장성군(평림댐),20241003,4,1,1242,1929,1263.3
지자체(홍천),수타사계곡(홍천),20241003,0,0,148,0,106
운문,청도군(신원리),20241003,9,0,1159,1445,1213
장흥,장흥군(장흥댐),20241003,2,0,1659,1885,1391.1
충주조정지,괴산군(오가리),20241003,6,0,1293,1465,1376.3
구천,거제시(구천댐),20241003,3,1,1842,2364,2448.6
소양강,인제군(귀둔리),20241003,0,0,919,1026,1092.5
보령,보령시(도화담리),20241003,2,0,1396,2109,1294.9
시화조력,안산시(시화조력),20241003,0,0,739.5,978.5,1022.2
주암(조),순천시(죽학리),20241003,10,0,1731,2090,1499.4
안계,경주시(안계댐),20241003,6,0,868.5,947,830.4
충주,영월군(연덕리),20241003,8,0,1206,1467,1130.7
춘천,춘천댐(FTP),20241006,0,0,1336,1254.5,1336.2
의암,의암댐(FTP),20241006,0,0,1164.5,1115.5,1398.4
주암(본),보성군(보성강댐),20241014,23,0,1869.5,2164,1466.5
보령,부여군(삼산리),20241014,17,13,1581,2211,1404.6
충주조정지,충주시(대곡리),20241014,1,3,1394,1468,1342.3
군남,연천군(횡산리),20241014,0,0,1627,1523,1218.6
보현산,영천시(굼이교),20241014,7,4,1027,1339,933.2
성덕,청송군(갈천리),20241014,7,2,1107,1421,1056.9
합천조정지,합천군(남정교),20241014,41,0,1218,1674,1038.5
지자체(용인),남사면(용인),20241026,0,0,0,44,159.8
지자체(수원),경기도청(수원),20241026,0,0,153.5,34.5,370.7
지자체(단양),사평(단양),20241017,0,0,0,1376.5,646.8
괴산,내속리(전),20241017,0,0,27,1841,1132.4
지자체(단양),장림(단양),20241004,0,4,0,1337,588.5
화천,수입천(전),20241004,0,2,4,1179,988.2
수어,광양시(어치리),20241014,22,0,2295,2386,1872
평화의댐,화천군(풍산리),20241014,0,0,1113.4,1039.7,1239.8
팔당,경안교(전),20241014,0,2,13,1177,989.2
지자체(울산),온산읍(울산),20241002,0,0,1069,540,1211.2
화천,화천천(전),20241002,0,0,0,0,771.1
팔당,경안교(전),20241002,0,0,13,1164,959.6
용담,진안군(주양리),20241006,0,0,1562,1908,1350.8
한탄강,철원군(서면초교),20241006,0,0,1401,1150,1300.9
임하,청송군(덕리),20241006,0,0,830,1342,898
평림,장성군(수산리),20241006,2,0,1224,1961,1250.5
보현산,영천시(굼이교),20241006,2,0,1011,1335,923.7
선암,울산시(선암댐),20241006,4,0,1296,1352,1160.1
대암,울산시(대암댐),20241006,4,0,1116,1642,3121.9
사연,울산시(사연댐),20241006,5,0,1145,1515,1512.2
밀양,양산시(선리),20241006,2,0,1224,1795,1423.6
충주,평창군(수하리),20241006,1,0,1018,1095,1069.6
안동,봉화군(대현리),20241006,2,0,1413,1916,1283.7
군위,군위군(군위댐),20241006,1,0,918,1120,897.8
소양강,인제군(서성초교),20241006,0,0,947,1127,1026
평화의댐,화천군(평화의댐),20241006,0,0,1154,1222,1213.9
섬진강,임실군(섬진강댐),20241006,2,0,1199,1865,1208.3
주암(조),순천시(주암조절지댐),20241006,3,0,1990,2232,1484.2
장흥,장흥군(운월리),20241006,7,0,1727,1822,1417.2
남강,산청군(내원리),20241017,0,0,2117,2762,2174.6
대곡,울산시(구미리),20241014,24,1,1096,1458,1219.2
선암,울산시(선암댐),20241014,25,8,1330,1361,1174.4
광동,삼척시(광동댐),20241014,0,0,1163,1014,1166.2
합천,거창군(지산교),20241014,25,0,1087,1469,1103.7
지자체(부산),대저(부산),20241017,0,0,0,0,0
무주양수,무주양수,20241017,0,0,887,1385.5,1265.9
지자체(경기도),태안읍(경기도),20241017,0,0,37,24,278.4
합천,거창군(우혜리),20241005,0,0,1172,1700,1296
주암(조),순천시(주암조절지댐),20241005,0,0,1987,2232,1478.2
평림,장성군(수산리),20241005,0,0,1222,1961,1248
구천,거제시(구천댐),20241005,0,0,1842,2364,2456.7
안계,경주시(안계댐),20241005,0,0,868.5,947,836.8
광동,태백시(상사미동),20241005,0,0,1325,1194,1104.7
달방,동해시(달방댐),20241005,0,0,1238,1108,1085.7
주암(조),순천시(주암조절지댐),20241017,0,0,2015,2236,1500.3
팔당,경안교(전),20241017,0,0,13,1177,989.2
지자체(울산),온산읍(울산),20241014,0,0,1069,540,1248.4
지자체(경기도),태안읍(경기도),20241014,0,0.5,37,24,278.1
지자체(단양),장림(단양),20241014,0,4,0,1341,598.5
홍수통제소,부산시(구포대교),20241014,27,0,1338,1585,1264.2
지자체(부산),평강(부산),20241002,0,0,703.5,1611,1410.2
주암(본),화순군(동가리),20241002,0,0,1440,1704,1272
주암(조),순천시(죽학리),20241002,0,0,1721,2090,1497.7
장흥,영암군(한대리),20241002,0,0,1589,1720,1382.1
지자체(울산),동구청(울산),20241006,3,0,1351,664.5,1155.7
괴산,미원(전),20241006,0,0,29,1823,1207.8
지자체(부산),녹산12(부산),20241006,3,0,631,1409,976.2
평림,장성군(수산리),20241014,28,0,1256,1963,1260.5
안동,봉화군(대현리),20241014,4,3,1421,1920,1303.7
시화조력,안산시(시화조력),20241014,0,3,743,982.5,1033.1
섬진강,임실군(용암리),20241014,18,0,1181,1755,1151.6
지자체(홍천),수타사계곡(홍천),20241014,0,0,148,0,115.5
춘천,지내천(전),20241017,0,0,8,1184,898.9
지자체(평택),신장동(평택),20241026,0,0,0,283,193.5
지자체(군포),대야도서관(군포),20241026,0,0,0,0,29.5
김천부항,김천시(월곡리),20241017,0,0,1149,1621,1128.2
춘천,춘천댐(FTP),20241005,0,0,1336,1254.5,1332.1
의암,의암댐(FTP),20241005,0,0,1164.5,1115.5,1393.8
평화의댐,화천군(평화의댐),20241005,0,0,1154,1222,1210.8
대암,울산시(대암댐),20241005,0,0,1112,1642,3114.4
지자체(용인),남사면(용인),20241017,0,0,0,44,158.4
남강,산청군(내원리),20241004,0,0,2070,2759,2133.3
섬진강,순창군(시산리),20241004,1,1,1176,1928,1306.9
보령,보령시(도화담리),20241004,0,0,1396,2109,1297.1
선암,울산시(선암댐),20241004,0,0,1292,1352,1158.1
구천,거제시(구천댐),20241004,0,0,1842,2364,2449.6
소양강,인제군(남전리),20241004,0,0,972,1075,1013.5
성덕,청송군(무계리),20241004,0,0,1173,1630,1187.4
충주조정지,충주시(대곡리),20241004,0,21,1392,1461,1327.7
대암,울산시(대암댐),20241004,0,0,1112,1642,3100.2
임하,청송군(덕리),20241004,0,0,830,1342,891.7
충주,평창군(율치리),20241004,1,0,1336,1645,1224.7
장흥,영암군(한대리),20241004,0,0,1593,1720,1385.1
주암(본),화순군(동가리),20241004,0,1,1446,1705,1276.6
용담,진안군(황금리),20241004,0,3,1292,1815,1320.3
안계,경주시(안계댐),20241004,0,0,868.5,947,831
부안,부안군(부안청림천문대),20241004,0,1,1237,2022,1252.3
지자체(홍천),수타사계곡(홍천),20241004,0,0,148,0,106
홍수통제소,군산시(임피초교),20241004,0,1,1265,2057,1421.6
담양홍수조절지,담양군(담양홍수조절지),20241014,35,0,1317,2207,1340.7
소양강,인제군(용대초교),20241002,0,0,1043,1114,1221.6
대청,금산군(상곡리),20241002,0,0,1321,1568,1105.9
영주,봉화군(물야정수장),20241002,0,0,465,0,465
선암,울산시(선암댐),20241002,0,0,1279,1351,1146.8
사연,울산시(구미리),20241002,0,0,1051,1454,1176.8
안계,경주시(안계댐),20241002,0,0,862.5,947,828.9
담양홍수조절지,담양군(담양홍수조절지),20241002,0,0,1270,2207,1308.8
대암,울산시(대암댐),20241014,21,2,1156,1644,3136.4
영천,영천시(영천댐),20241014,6,2.5,825,1152.5,856.9
지자체(울산),남구청(울산),20241017,0,0,1038.5,649.5,1068
기상청,선동,20241017,0,0,1174,2182.5,1405.2
청평,홍천강(한덕교_전),20241026,0,20,19,1252,968.6
부안,부안군(부안청림천문대),20241005,0,0,1237,2022,1265.2
시화조력,안산시(시화조력),20241005,0,0,739.5,978.5,1024.3
성덕,청송군(성재리),20241017,0,0,1082,1396,1051.3
한탄강,철원군(삼합교),20241017,0,0,1008,1210,1169
섬진강,진안군(도통리),20241017,0,0,1280,1809,1181.9
광동,태백시(상사미동),20241017,0,0,1338,1207,1133.1
수어,광양시(수어댐),20241017,0,0,2053,2221,1458
부안,부안군(부안댐),20241017,0,0,1028,1743,1256.7
용담,진안군(신괴리),20241017,0,0,1266,1721,1235.9
영천,포항시(죽장면),20241017,0,0,1142.5,1323.5,992.5
대암,울산시(대암댐),20241017,0,0,1166,1644,3139.6
임하,영양군(도곡리),20241017,0,0,950,1431,943
청평,청평댐(FTP),20241017,0,0,1262.5,1408.5,2004.4
지자체(울산),삼동면(울산),20241004,0,0,1203,772,1207.1
기상청,도천,20241004,0.5,0,1145,1700.5,1145.1
팔당,팔당댐(FTP),20241004,0,10.5,1158,1221,1916.5
운문,경주시(대현리),20241004,0,0,1136,1317,1119.2
의암,의암댐(FTP),20241002,0,0,1164.5,1108.5,1388.3
청평,청평댐(FTP),20241002,0,0,1262.5,1397.5,1986.5
수어,광양시(수어댐),20241002,0,0,2009,2218,1430.6
군위,군위군(양지리),20241002,0,0,954,1185,888
부안,부안군(부안댐),20241002,0,0,1003,1737,1208.9
횡성,횡성군(갑천리),20241002,0,0,1412,1393,1326.1
충주조정지,괴산군(오가리),20241002,0,0,1287,1465,1374.5
성덕,청송군(갈천리),20241002,0,0,1084,1419,1012
안동,태백시(문곡동),20241002,0,0,1389,2175,1208
용담,장수군(원촌리),20241002,0,0,1177,1667,1181.1
임하,안동시(기사리),20241002,0,0,975,1348,902.1
시화조력,안산시(시화조력),20241002,0,0,739.5,978.5,1013.4
지자체(홍천),수타사계곡(홍천),20241002,0,0,148,0,106
화천,화천댐(FTP),20241006,0,0,1119.5,1046.5,2269.4
사연,울산시(구미리),20241014,24,1,1096,1458,1223
감포,경주시(감포댐),20241014,22.5,2,1021,1123.5,1096
안계,경주시(안계댐),20241014,10.5,0,884,947.5,857.6
영주,봉화군(상운초),20241014,8,2,1020,1541,958
달방,동해시(달방댐),20241014,0,0,1249,1120,1110.6
소양강,인제군(남전리),20241014,0,1,973,1081,1026.4
지자체(평택),진위면(평택),20241017,0,0,0,292,285.8
소양강,인제군(한계초교),20241017,0,0,942,1000,1028.5
홍수통제소,영주시(서천교),20241017,1,0,939,1796,1055.1
화천,화천천(전),20241017,0,0,0,0,801.6
용담,장수군(원촌리),20241026,0,0,1252,1680,1222.5
김천부항,김천시(파천리),20241026,0,0,1257,1634,1144.3
임하,영양군(답곡리),20241026,0,7,854,1275,895.5
대암,울산시(대암댐),20241026,0,0,1272,1646,3155.1
합천조정지,합천군(남정교),20241017,0,0,1222,1674,1041.4
합천,거창군(지산교),20241017,0,0,1092,1469,1106.4
영주,영주시(영주댐),20241017,0,0,1028,1389,983.6
평림,장성군(평림댐),20241017,0,0,1282,1938,1290.7
지자체(부산),대저(부산),20241004,0,0,0,0,0
춘천,춘천댐(FTP),20241004,0.5,2.5,1336,1254.5,1330.7
지자체(수원),경기도청(수원),20241014,0,1.5,153.5,30,368.9
지자체(평택),서탄면(평택),20241014,0,2,154,34,263.5
운문,청도군(신원리),20241014,18,2,1186,1448,1254.7
남강,함양군(운곡리),20241014,30,0,1395,1864,1405.9
김천부항,김천시(파천리),20241014,10,1,1218,1629,1129.9
부안,부안군(부안댐),20241014,16,4,1027,1743,1254.1
주암(조),순천시(주암조절지댐),20241014,20,0,2013,2236,1496.6
충주,정선군(애산리),20241014,0,0,1076,1206,1026.6
구천,거제시(구천댐),20241014,41,0,1892,2370,2491.4
무주양수,무주양수,20241003,5,0,874.5,1383,1236
무주양수,무주양수,20241002,0,0,869.5,1383,1232.9
광동,삼척시(광동댐),20241002,0,0,1151,1006,1141.4
달방,동해시(달방댐),20241002,0,0,1233,1108,1069
충주,영월군(내리),20241002,0,0,1260,1716,1082.6
한탄강,철원군(청양리),20241002,0,0,1408,1071,1180.7
평림,장성군(수산리),20241002,0,0,1218,1957,1234.7
운문,경주시(대현리),20241002,0,0,1130,1316,1116
평화의댐,화천군(풍산리),20241002,0,0,1111.5,1031.2,1181.3
남강,함양군(용평리),20241002,0,0,1016,1446,1199
영천,포항시(가사리),20241002,0,0,970.5,1120,930
경인아라뱃길,인천시(귤현보),20241002,0,0,1011,1087,989.6
보현산,영천시(보현산댐),20241002,0,0,968,1249,917.2
화순홍수조절지,화순군(화순홍수조절지),20241002,0,0,1523,1610,1228.1
도암,송천1교(전),20241014,0,0,3,986,926.2
군남,연천군(횡산리),20241006,0,0,1624,1509,1209.3
구천,거제시(구천댐),20241006,5,0,1847,2364,2463.8
부안,부안군(부안청림천문대),20241006,1,0,1238,2022,1270.3
합천조정지,합천군(남정교),20241006,8,0,1175,1674,1027.8
김천부항,김천시(월곡리),20241006,1,0,1133,1621,1110.2
성덕,청송군(갈천리),20241006,1,0,1094,1419,1042.9
임하,청송군(덕리),20241014,6,0,843,1343,908.7
기상청,공도,20241014,0.5,2,1242.5,1213,1071.3
안동,봉화군(고선리),20241017,0,0,1174,1754,1103.6
운문,청도군(운문댐),20241017,0,0,916,1273.5,1087.1
대곡,울산시(구미리),20241017,0,0,1103,1458,1222.4
사연,울산시(구미리),20241017,0,0,1103,1458,1226.5
장흥,영암군(한대리),20241017,0,0,1632,1727,1412.5
충주,제천시(평동리),20241017,0,0,1395,1683,1275.2
군남,연천군(횡산리),20241017,0,0,1627,1523,1221.7
선암,울산시(선암댐),20241017,0,0,1344,1361,1179.1
시화조력,안산시(시화조력),20241017,0,0,745,982.5,1033.5
평화의댐,화천군(평화의댐),20241017,0,0,1155,1228,1226.2
보현산,영천시(굼이교),20241017,0,0,1037,1339,935.7
밀양,울산시(이천리),20241017,0,0,1458,2177,1626.2
구천,거제시(구천댐),20241017,0,0,1917,2370,2493.9
보령,보령시(보령댐),20241017,0,0,1249,1810,981.8
횡성,횡성군(갑천리),20241005,0,0,1415,1394,1337.3
군남,연천군(횡산리),20241005,0,0,1624,1509,1207.7
영주,봉화군(도촌초),20241005,0,0,1024,1830,1079.6
대청,금산군(마전리),20241004,0,0,1300,1641,1115.4
영주,영주시(영주댐),20241004,0,1,1003,1385,955.6
안동,봉화군(갈산리),20241004,0,0,937,1594,964.4
한탄강,철원군(서면초교),20241004,0,3,1401,1150,1295.3
밀양,양산시(선리),20241004,1,0,1222,1795,1403.8
합천조정지,합천군(남정교),20241003,1,1,1167,1674,1020.1
선암,울산시(선암댐),20241003,13,1,1292,1352,1151.8
부안,부안군(부안청림천문대),20241003,2,0,1237,2021,1249.3
달방,동해시(달방댐),20241003,5,0,1238,1108,1077.2
영주,영주시(영주댐),20241003,0,0,1003,1384,952.1
평화의댐,화천군(평화의댐),20241003,0,0,1154,1219,1206.2
주암(본),화순군(동가리),20241003,6,0,1446,1704,1273.7
춘천,지내천(전),20241002,0,0,8,1183,872.5
도암,송천1교(전),20241002,0,0,3,981,892.8
밀양,울산시(이천리),20241002,0,0,1409,2170,1537.5
섬진강,임실군(용암리),20241002,0,0,1144,1755,1128
홍수통제소,광주시(광주시청),20241006,0,0,1011,1162,1274.8
기상청,군산_소룡동,20241006,0,0,1173,1513,1154.1
의암,의암댐(FTP),20241017,0,0,1164.5,1116,1407.1
충주조정지,충주시(향산리),20241017,0,0,1263,1365,1082.7
담양홍수조절지,담양군(담양홍수조절지),20241005,0,0,1276,2207,1323.5
청평,홍천강(성포교_전),20241004,0,2,4,1052,925.8
의암,의암댐(FTP),20241014,0,0.5,1164.5,1116,1404.6
용담,진안군(황금리),20241014,8,0,1306,1815,1339.2
장흥,장흥군(운월리),20241014,25,1,1767,1827,1429.3
한탄강,철원군(오덕초교),20241014,0,0,1244,1362,1351
지자체(단양),영춘(단양),20241002,0,0,0,1390,585.7
괴산,미원(전),20241002,0,0,29,1823,1190
기상청,신둔,20241002,0,0,1038.5,1227,1268.9
괴산,내속리(전),20241014,0,0,27,1841,1129.7
지자체(군포),대야도서관(군포),20241014,0,0,0,0,29.3
충주조정지,괴산군(고마리),20241006,0,0,1342,1650,1103
운문,청도군(신원리),20241006,4,0,1163,1445,1238.5
시화조력,안산시(시화조력),20241006,0,0,739.5,978.5,1024.4
남강,남원시(덕동리),20241006,6,0,1617,2540,1766.8
대청,옥천군(산계리),20241006,0,0,1190,1384,1000.8
수어,광양시(어치리),20241006,6,0,2271,2383,1855.8
영주,봉화군(상운초),20241006,3,0,1010,1539,949.5
도암,송천1교(전),20241006,0,0,3,981,920
영천,영천시(영천댐),20241006,1.5,0,816,1150,847.2
광동,삼척시(광동댐),20241006,0,0,1160,1006,1153.3
달방,동해시(달방댐),20241006,0,0,1238,1108,1093.6
합천,거창군(지산교),20241006,3,0,1059,1469,1092.1
지자체(홍천),수타사계곡(홍천),20241006,0,0,148,0,106
군위,군위군(양지리),20241005,0,0,962,1185,894.1
운문,청도군(신원리),20241005,0,0,1159,1445,1224.5
수어,광양시(수어댐),20241005,0,0,2016,2219,1437.4
영천,포항시(가사리),20241005,0.5,0,975,1120.5,935.9
감포,경주시(감포댐),20241005,0,0,962,1112,1058.7
장흥,장흥군(장흥댐),20241005,0,0,1659,1885,1399.5
한탄강,철원군(서면초교),20241005,0,0,1401,1150,1297.8
대곡,울산시(구미리),20241005,0,0,1064,1454,1191.8
주암(본),보성군(보성강댐),20241005,0,0,1837.5,2159,1448.3
도암,송천1교(전),20241005,0,0,3,981,912.1
경인아라뱃길,인천시(귤현보),20241017,0,0,1011,1130,1020.1
대청,무주군(기곡리),20241017,0,0,1096,1437,1071.7
군위,군위군(양지리),20241017,0,0,990,1187,913.2
횡성,횡성군(갑천리),20241017,0,0,1420,1395,1350.5
경인아라뱃길,김포시(아라김포터미널),20241004,0,30,899,1241.5,1115.7
괴산,송면(전),20241004,0,0,28,1486,1111.7
의암,의암댐(FTP),20241004,0,7,1164.5,1115.5,1392.6
Angat,AngatDam,20241014,0,0,0,0,198.9
도암,송천1교(전),20241003,0,0,3,981,903.8
홍수통제소,하동군(횡천초교),20241002,0,0,1874,2162,1874.8
담양홍수조절지,담양군(담양홍수조절지),20241006,3,0,1279,2207,1326.6
경인아라뱃길,인천시(귤현보),20241006,0,0,1011,1127,1013.4
화순홍수조절지,화순군(화순홍수조절지),20241006,5,0,1531,1610,1249.6
지자체(단양),평동(단양),20241006,0,0,0,1215.5,559.7
청평,산장제1교(전),20241014,0,2,13,1564,1069.3
군위,군위군(양지리),20241014,10,2,982,1187,911.1
주암(본),화순군(동가리),20241017,0,0,1487,1708,1309.8
지자체(울산),삼동면(울산),20241026,0,0,1409,772,1302.7
장흥,장흥군(장흥댐),20241001,0,0,1657,1885,1382.3
충주조정지,충주시(향산리),20241001,0,0,1237,1344,1054.8
남강,남원시(덕동리),20241001,1,0,1597,2538,1741.8
대곡,울산시(천전리),20241001,0,0,1019,1513,1167.6
평림,장성군(평림댐),20241001,1,0,1238,1928,1253.4
광동,태백시(상사미동),20241001,0,0,1315,1194,1082.8
용담,진안군(주양리),20241001,3,0,1553,1906,1333.4
소양강,춘천시(소양강댐),20241001,1,0,1199,1239,1204.6
지자체(홍천),군청(홍천),20241001,0,0,0,0,116.1
담양홍수조절지,담양군(담양홍수조절지),20241001,0,0,1270,2207,1299.7
괴산,압항천(전),20241001,0,0,25,1717,1057
춘천,지내천(전),20241001,0,0,8,1183,867.2
주암(본),화순군(동가리),20241016,0,0,1487,1708,1309.7
대암,울산시(대암댐),20241016,0,0,1166,1644,3139.6
지자체(단양),평동(단양),20241024,0,0,0,1226,569.6
