dam_nm,obsrvt_nm,obsr_de,rain_qy,prvyy_rain_qy,thsyy_acml_rain_qy,prvyy_acml_rain_qy,oy_avg_acml_rain_qy
지자체(경기도),태안읍(경기도),20241023,0,0,37,26.5,279.3
운문,경주시(대현리),20241031,0,0,1239,1324,1184.9
보현산,영천시(굼이교),20241031,1,0,1083,1343,950.2
평림,장성군(평림댐),20241031,0,0,1327,1945,1313.1
지자체(부산),대저(부산),20241013,0,0,0,0,0
도암,송천1교(전),20241013,0,0,3,986,925.8
횡성,횡성군(횡성댐),20241013,0,0,1480,1267,1282
성덕,청송군(무계리),20241013,0,0,1180,1630,1228.6
보현산,영천시(보현산댐),20241013,0,0,988,1249,948
지자체(용인),남사면(용인),20241030,0,0,0,44,160.3
지자체(평택),진위면(평택),20241018,0,0,0,292,285.9
지자체(경기도),태안읍(경기도),20241018,0,0,37,24,278.5
지자체(홍천),모곡4(홍천),20241030,0,0,182,0,117
홍수통제소,경주시(연안리),20241030,1,0,951,1249,1131.4
춘천,춘천댐(FTP),20241030,0,0,1412,1271,1364.1
구천,거제시(구천댐),20241023,0,0,2063,2370,2515.4
의암,의암댐(FTP),20241023,2.5,0,1225,1131.5,1419.4
감포,경주시(감포댐),20241023,0,0,1104.5,1124.5,1124.5
감포,경주시(감포댐),20241025,0,0,1104.5,1124.5,1130.3
군남,연천군(횡산리),20241025,0,0,1690,1540,1235.2
주암(조),순천시(죽학리),20241025,0,0,1853,2096,1545.4
평림,장성군(수산리),20241025,0,0,1308,1972,1278.8
합천,거창군(지산교),20241031,0,0,1140,1473,1123.1
안계,경주시(안계댐),20241031,0,0,956,949,872.7
영천,포항시(가사리),20241031,0,0,1063,1124.5,971.3
경인아라뱃길,인천시(아라인천터미널),20241031,0,0,1071.5,1137,1064.9
광동,태백시(상사미동),20241031,0,0,1511,1225,1168.1
괴산,압항천(전),20241018,0,0,25,1728,1095.2
주암(본),화순군(맹리),20241018,2,0,1492,1985,1359.3
시화조력,안산시(시화조력),20241018,54.5,0,799.5,982.5,1049.1
지자체(단양),임현(단양),20241030,0,0,0,1405,610.6
팔당,경안교(전),20241030,0,0,13,1197,994.3
경인아라뱃길,인천시(귤현보),20241023,1,0,1079,1143,1031.3
화천,양구서천(전),20241030,0,0,4,3051,1975
영천,포항시(지동리),20241030,0,0,1231,1369,1054.2
보령,부여군(삼산리),20241030,0,0,1645,2232,1434.6
김천부항,김천시(김천부항댐),20241030,0,0,1123,1631,1130.1
평림,장성군(수산리),20241030,1,0,1310,1972,1284.3
영천,포항시(가사리),20241025,0,0,1053,1124.5,967.4
군위,군위군(군위댐),20241025,0,0,996,1132,932.2
지자체(수원),경기도청(수원),20241025,0,0,153.5,34.5,370.5
지자체(의왕),부곡동(의왕),20241025,0,0,0,92,127.3
지자체(군포),대야도서관(군포),20241031,0,0,0,0,29.8
지자체(수원),경기도청(수원),20241031,0,0,153.5,34.5,371.7
구천,거제시(구천댐),20241031,0,0,2080,2370,2527.4
용담,장수군(장판리),20241031,0,0,1905,1910,1416.8
평화의댐,화천군(평화의댐),20241031,0,0,1224,1240,1246.2
주암(조),순천시(죽학리),20241031,0,0,1854,2096,1552.3
춘천,춘천댐(FTP),20241031,0,0,1412,1271,1365.3
지자체(단양),적성(단양),20241031,0,0,0,1469,674.9
섬진강,진안군(도통리),20241031,0,0,1324,1821,1200.3
홍수통제소,논산시(동산초교),20241013,0,0,1372,1771,1171
담양홍수조절지,담양군(담양홍수조절지),20241018,1,0,1320,2207,1345.8
기상청,전남농업기술원,20241030,0.5,0,1313.5,1729,1232
지자체(부산),녹산12(부산),20241030,0,0,781,1409,1026.3
지자체(군포),대야도서관(군포),20241030,0,0,0,0,29.8
지자체(경기도),태안읍(경기도),20241030,0,0,37,27.5,280.2
지자체(울산),온산읍(울산),20241030,0,0,1069,540,1270.6
횡성,횡성군(횡성댐),20241025,0,0,1623,1276,1299.8
구천,거제시(구천댐),20241025,0,0,2063,2370,2516.7
지자체(의왕),부곡동(의왕),20241031,0,0,0,92,128
장흥,장흥군(운월리),20241013,0,0,1742,1826,1427.7
주암(본),화순군(동가리),20241013,0,0,1456,1708,1302.6
안계,경주시(안계댐),20241013,0,0,873.5,947.5,856.5
김천부항,김천시(월곡리),20241013,0,0,1136,1621,1124.2
밀양,밀양시(밀양댐),20241018,15,0,1202,1664,1235.1
섬진강,임실군(섬진강댐),20241018,1,0,1220,1869,1226.9
장흥,장흥군(운월리),20241018,2,0,1769,1828,1433.1
주암(조),순천시(죽학리),20241018,19,0,1784,2094,1529.5
안계,경주시(안계댐),20241018,11.5,0,906.5,947.5,861.1
장흥,영암군(한대리),20241030,0,0,1755,1761,1435.9
주암(본),화순군(맹리),20241030,0,0,1559,1994,1380.4
성덕,청송군(무계리),20241030,0,0,1255,1639,1253.2
임하,청송군(대전리),20241030,0,0,1061,1388,956.8
Angat,Maputi,20241030,0,0,0,0,162.1
괴산,내속리(전),20241030,0,0,27,1852,1137
섬진강,순창군(시산리),20241030,0,0,1260,1945,1355.3
충주조정지,충주시(대곡리),20241030,0,0,1484,1481,1361.8
광동,태백시(상사미동),20241023,1,0,1497,1210,1159
평화의댐,화천군(평화의댐),20241023,2,0,1223,1233,1236.2
장흥,영암군(한대리),20241023,4,0,1754,1731,1425.5
사연,울산시(구미리),20241023,0,0,1180,1464,1243.5
밀양,울산시(이천리),20241025,0,0,1544,2182,1652
대암,울산시(대암댐),20241025,0,0,1272,1646,3154.2
성덕,청송군(성재리),20241025,0,0,1116,1399,1062.2
지자체(부산),평강(부산),20241025,0,0,880.5,1613.5,1469.9
화순홍수조절지,화순군(화순홍수조절지),20241025,0,0,1664,1620,1284.1
사연,울산시(구미리),20241031,0,0,1182,1466,1250.2
부안,부안군(부안댐),20241031,0,0,1067,1754,1279
김천부항,김천시(김천부항댐),20241031,0,0,1123,1631,1132.6
보령,보령시(도화담리),20241031,0,0,1468,2135,1347.5
군남,연천군(횡산리),20241013,0,0,1627,1523,1218.2
밀양,밀양시(밀양댐),20241013,0,0,1166,1662,1228.6
용담,진안군(황금리),20241013,0,0,1298,1815,1338.6
팔당,팔당댐(FTP),20241018,39,0,1198,1224,1932.5
합천조정지,합천군(남정교),20241018,18,0,1240,1674,1042
지자체(수원),경기도청(수원),20241030,0,0,153.5,34.5,371.7
선암,울산시(선암댐),20241023,0,0,1512,1363,1235.7
보현산,영천시(굼이교),20241023,1,0,1076,1343,945.3
담양홍수조절지,담양군(담양홍수조절지),20241025,0,0,1358,2207,1362.8
보령,부여군(삼산리),20241025,0,0,1645,2232,1428.3
의암,의암댐(FTP),20241025,0,0.5,1225,1132,1421.5
충주조정지,괴산군(고마리),20241025,0,0,1473,1674,1136.9
주암(본),화순군(동가리),20241031,0,0,1581,1714,1332
장흥,영암군(한대리),20241031,0,0,1755,1761,1437.1
팔당,팔당댐(FTP),20241031,0,0.5,1223,1264,1952.5
대곡,울산시(천전리),20241031,0,0,1157,1519,1248.2
보령,보령시(보령댐),20241018,25,0,1274,1810,983
평림,장성군(수산리),20241018,9,0,1266,1964,1265.2
충주조정지,충주시(향산리),20241018,81,0,1344,1365,1085.8
보현산,영천시(굼이교),20241018,4,0,1041,1339,936.2
지자체(군포),대야도서관(군포),20241023,0,0,0,0,29.3
안계,경주시(안계댐),20241030,0,0,956,949,872.3
달방,동해시(달방댐),20241030,0,0,1427,1143,1148.8
보현산,영천시(보현산댐),20241030,0,0,1058,1255,966.7
합천조정지,합천군(남정교),20241030,0,0,1307,1681,1053.5
횡성,횡성군(춘당리),20241030,0,0,1499,1430,1316.5
담양홍수조절지,담양군(담양홍수조절지),20241030,0,0,1359,2207,1369.2
화순홍수조절지,화순군(화순홍수조절지),20241030,0,0,1665,1620,1289
시화조력,안산시(시화조력),20241025,0,0,806.5,996,1054.2
안계,경주시(안계댐),20241025,0,0,943.5,949,870.6
합천조정지,합천군(남정교),20241025,0,0,1306,1678,1050.7
선암,울산시(선암댐),20241025,0,0,1512,1363,1235.7
지자체(용인),기흥구청(용인),20241031,0,0,228,52.5,1988.1
지자체(평택),서탄면(평택),20241031,0,0,154,37.5,265.5
지자체(부산),녹산12(부산),20241031,0,0,781,1409,1026.3
소양강,인제군(덕적리),20241031,0,0,1132,1099,1172
군위,군위군(양지리),20241031,0,0,1036,1193,928.2
수어,광양시(어치리),20241031,0,0,2403,2387,1907.5
군남,연천군(횡산리),20241031,0,0,1691,1558,1242.8
밀양,울산시(이천리),20241031,0,0,1547,2182,1656.8
춘천,춘천댐(FTP),20241013,0,0,1336,1255.5,1342.5
지자체(홍천),군청(홍천),20241013,0,0,0,0,131.7
화순홍수조절지,화순군(화순홍수조절지),20241018,0,0,1564,1613,1266.8
경인아라뱃길,인천시(귤현보),20241018,55,0,1066,1130,1027.5
달방,동해시(달방댐),20241018,53,0,1308,1120,1119.1
대곡,울산시(구미리),20241018,14,0,1117,1458,1224.8
지자체(홍천),모곡4(홍천),20241018,34,0,155,0,103.5
감포,경주시(감포댐),20241030,0,0,1108.5,1124.5,1135.9
평화의댐,화천군(평화의댐),20241030,0,0,1224,1240,1244.1
수어,광양시(수어댐),20241030,0,0,2183,2221,1476
군위,군위군(양지리),20241030,0,0,1036,1193,926.5
충주,제천시(삼거리),20241030,0,0,1441,1682,1234.6
화순홍수조절지,화순군(화순홍수조절지),20241023,3,0,1664,1620,1283.6
광동,삼척시(광동댐),20241030,0,0,1298,1025,1190.7
도암,송천1교(전),20241031,0,0,3,1007,939.6
남강,함양군(금천리),20241013,0,0,1128,1511,1196.2
소양강,인제군(신남리),20241013,0,0,994,1100,1215.6
영천,포항시(죽장면),20241013,0,0,1123,1322,989
시화조력,안산시(시화조력),20241013,0,0,743,979.5,1032.5
화천,양구서천(전),20241018,0,0,4,3047,1962.7
구천,거제시(구천댐),20241018,15,0,1932,2370,2495.8
도암,송천1교(전),20241018,0,0,3,986,934.7
선암,울산시(선암댐),20241018,90,0,1434,1361,1209.1
대암,울산시(대암댐),20241030,0,0,1275,1646,3157
시화조력,안산시(시화조력),20241030,0,0,806.5,996,1054.2
지자체(평택),진위면(평택),20241030,0,0,0,292,287.8
지자체(용인),기흥구청(용인),20241023,0,0,228,52.5,1987.4
지자체(의왕),부곡동(의왕),20241023,0,0,0,92,127.3
화천,양구서천(전),20241023,0,0,4,3048,1963.9
섬진강,임실군(용암리),20241023,4,0,1230,1765,1166.8
시화조력,안산시(시화조력),20241023,0,0,806.5,994.5,1053.9
성덕,청송군(갈천리),20241023,1,0,1148,1426,1071.9
부안,부안군(부안댐),20241023,0,0,1065,1754,1266.2
